label	message	length	punct
ham	Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...	77	10
ham	Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL	159	6
ham	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 	124	6
ham	Hope you are having a good week. Just checking in	49	1
ham	Haha, my friend tyler literally just asked if you could get him a dubsack	73	1
ham	Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x	161	6
ham	Great. Have a safe trip. Dont panic surrender all.	50	3
ham	"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"	137	6
ham	Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  	120	12
ham	Try to do something dear. You read something for exams	54	1
ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"	151	5
ham	Gettin rdy to ship comp	23	0
ham	I am in hospital da. . I will return home in evening	52	2
ham	PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)	90	3
ham	Think + da. You wil do.	23	3
ham	I'm awake oh. What's up.	24	4
ham	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe	156	4
ham	How much u trying to get?	25	1
ham	Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time	73	8
ham	Tell me again what your address is	34	0
ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)	158	17
ham	Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?	208	15
ham	But you were together so you should be thinkin about him	56	0
ham	hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.	112	3
ham	At WHAT TIME should i come tomorrow	35	0
spam	Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd	156	7
ham	CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE 	119	4
ham	Omg how did u know what I ate?	30	1
spam	URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50	142	6
ham	:( but your not here....	24	6
ham	Not directly behind... Abt 4 rows behind ü...	45	6
spam	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066	115	1
spam	Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records	159	7
spam	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+	152	6
ham	No plans yet. What are you doing ?	34	2
ham	Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.	142	22
ham	Not course. Only maths one day one chapter with in one month we can finish.	75	2
ham	Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)	95	6
spam	For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk	126	11
ham	Noooooooo please. Last thing I need is stress. For once in your life be fair.	77	3
spam	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm	158	5
spam	Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876	158	12
ham	I'll see if I can swing by in a bit, got some things to take care of here firsg	79	2
ham	I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)	229	5
ham	Have you not finished work yet or something?	44	1
ham	Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow	117	6
spam	Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50	155	6
ham	Right it wasnt you who phoned it was someone with a number like yours!	70	1
ham	It's ok i wun b angry. Msg u aft i come home tonight.	53	3
ham	I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon	106	2
ham	Yo sorry was in the shower sup	30	0
ham	Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit	86	2
ham	Full heat pa:-) i have applyed oil pa.	38	4
ham	I'm stuck in da middle of da row on da right hand side of da lt... 	67	4
ham	Have you laid your airtel line to rest?	39	1
ham	Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 	97	0
spam	FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop	144	7
ham	Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx	153	6
ham	And I don't plan on staying the night but I prolly won't be back til late	73	2
ham	THANX 4 PUTTIN DA FONE DOWN ON ME!!	35	2
ham	I need an 8th but I'm off campus atm, could I pick up in an hour or two?	72	3
ham	Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 	134	20
ham	Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!	106	2
ham	We live in the next  &lt;#&gt; mins	35	5
ham	Y de asking like this.	22	1
ham	Just glad to be talking to you.	31	1
ham	Wat time ü finish?	18	1
ham	Sorry da. I gone mad so many pending works what to do.	54	2
ham	How much you got for cleaning	29	0
ham	hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30	101	4
spam	Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B	108	3
ham	Ü called dad oredi...	21	3
ham	Good. do you think you could send me some pix? I would love to see your top and bottom...	89	5
ham	Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.	75	9
ham	Sorry, I'll call later In meeting.	34	3
ham	THIS IS A LONG FUCKIN SHOWR	27	0
ham	Received, understood n acted upon!	34	2
ham	They finally came to fix the ceiling.	37	1
ham	"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."	170	11
ham	Jus finish blowing my hair. U finish dinner already?	52	2
ham	I'm on the bus. Love you	24	2
ham	Lol ... I knew that .... I saw him in the dollar store	54	7
spam	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!	137	2
spam	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.	165	2
ham	Only saturday and sunday holiday so its very difficult:)	56	2
ham	Everybody had fun this evening. Miss you.	41	2
ham	Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?	89	2
ham	I'm in a meeting, call me later at	34	2
ham	Oh wow thats gay. Will firmware update help	43	1
ham	These won't do. Have to move on to morphine	43	2
ham	How come i din c ü... Yup i cut my hair...	42	6
ham	K k pa Had your lunch aha.	26	1
ham	Oh ho. Is this the first time u use these type of words	55	1
ham	Captain vijaykanth is doing comedy in captain tv..he is drunken :)	66	4
ham	Of course. I guess god's just got me on hold right now.	55	3
ham	Do you hide anythiing or keeping distance from me	49	0
ham	Havent.	7	1
spam	You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3	143	7
ham	Sorry i din lock my keypad.	27	1
ham	Did u got that persons story	28	0
ham	Are you planning to come chennai?	33	1
spam	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705	155	0
ham	God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!	157	5
ham	We are okay. Going to sleep now. Later	38	2
ham	Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.	159	6
ham	"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """	135	15
spam	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 	156	2
ham	Where r e meeting tmr?	22	1
ham	Lol yes. But it will add some spice to your day.	48	2
ham	Hope you are having a great day.	32	1
ham	Our Prasanth ettans mother passed away last night. Just pray for her and family.	80	2
ham	K, I'll work something out	26	2
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04	136	9
ham	This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age	106	6
ham	I cant pick the phone right now. Pls send a message	51	1
ham	You call him and tell now infront of them. Call him now.	56	2
ham	Ok no prob...	13	3
ham	Ladies first and genus second k .	33	1
ham	No. Yes please. Been swimming?	30	3
ham	Mum not going robinson already.	31	1
ham	Ok set let u noe e details later...	35	3
ham	Not..tel software name..	24	4
ham	I send the print  outs da.	26	1
ham	IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 	49	0
ham	"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"	159	14
ham	I didnt get ur full msg..sometext is missing, send it again	59	3
ham	Probably not, I'm almost out of gas and I get some cash tomorrow	64	2
spam	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114	152	5
ham	I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?	107	8
ham	I'm leaving my house now.	25	2
spam	Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text	160	8
ham	Ü ready then call me...	23	3
ham	Wewa is 130. Iriver 255. All 128 mb.	36	3
ham	It is a good thing I'm now getting the connection to bw	55	1
ham	Sry da..jst nw only i came to home..	36	4
ham	That's cool he'll be here all night, lemme know when you're around	66	4
ham	Are you staying in town ?	25	1
ham	Haha yeah, 2 oz is kind of a shitload	37	1
ham	Ok u can take me shopping when u get paid =D	44	1
ham	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..	160	14
ham	Alright we'll bring it to you, see you in like  &lt;#&gt;  mins	63	7
ham	But pls dont play in others life.	33	1
ham	Eatin my lunch...	17	3
ham	Hmmm.but you should give it on one day..	40	3
ham	Didn't try, g and I decided not to head out	43	2
