satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.63,0.9,4,245,3,0,0,technical,low,0
0.68,0.78,5,233,3,0,0,technical,high,0
0.74,0.83,4,210,3,0,0,support,low,0
0.89,0.57,4,176,4,0,0,support,high,0
0.28,0.95,5,191,3,0,0,support,high,0
0.61,0.9,3,224,3,0,0,support,low,0
0.67,0.49,3,185,3,0,0,support,low,0
0.86,0.64,3,245,4,0,0,support,high,0
0.87,0.93,3,173,2,0,0,support,low,0
0.7,0.95,4,231,3,0,0,support,medium,0
0.68,0.84,3,270,3,0,0,support,high,0
0.69,0.75,5,196,3,0,0,support,medium,0
0.97,0.83,3,238,2,0,0,support,medium,0
0.62,0.89,4,261,2,0,0,technical,medium,0
0.55,0.87,3,201,2,0,0,technical,medium,0
0.61,0.73,3,252,3,0,0,technical,high,0
0.15,0.81,3,191,5,0,0,management,medium,0
0.84,0.86,3,199,3,0,0,IT,medium,0
0.87,0.64,5,234,2,1,0,IT,medium,0
0.93,0.86,4,192,4,0,0,IT,high,0
0.14,0.73,6,237,5,0,0,IT,medium,0
0.96,0.7,3,207,3,0,0,IT,high,0
0.41,0.63,2,145,2,0,0,product_mng,low,0
0.84,0.96,6,155,5,0,0,product_mng,medium,0
0.94,0.69,5,145,2,0,0,product_mng,medium,0
0.6,0.86,6,247,6,0,0,product_mng,medium,0
0.7,0.73,4,182,3,0,0,IT,medium,0
0.29,0.91,4,183,4,0,0,RandD,low,0
0.31,0.51,2,146,3,0,0,RandD,low,0
0.73,0.99,3,241,3,0,0,RandD,low,0
0.51,0.52,5,261,3,1,0,RandD,low,0
0.58,0.77,4,140,3,0,0,RandD,low,0
0.59,0.97,3,257,3,0,0,marketing,low,0
0.95,0.9,3,186,2,0,0,marketing,low,0
0.84,0.93,3,159,3,0,0,sales,low,0
0.28,0.37,3,164,4,1,0,accounting,low,0
0.94,0.52,4,217,6,1,0,support,low,0
0.49,0.59,4,137,4,0,0,technical,high,0
0.72,0.5,4,164,2,1,0,management,low,0
0.19,0.85,5,249,3,0,0,marketing,low,0
0.83,0.95,3,264,2,0,0,marketing,low,0
0.79,0.92,4,208,2,1,0,marketing,low,0
0.72,0.61,3,175,3,0,0,sales,high,0
0.97,0.74,4,209,2,0,0,sales,low,0
0.92,0.83,4,268,4,0,0,sales,low,0
0.95,0.53,3,264,3,0,0,sales,low,0
0.76,0.64,4,234,2,0,0,sales,high,0
0.24,0.62,5,199,4,0,0,sales,low,0
0.89,0.99,4,205,2,0,1,sales,medium,0
0.69,0.63,5,140,4,0,1,sales,high,0
0.92,0.98,3,257,3,0,1,sales,medium,0
0.79,0.61,4,227,2,0,1,sales,high,0
0.87,0.94,4,189,3,0,1,sales,medium,0
0.89,0.88,5,241,2,1,0,sales,medium,0
0.75,0.77,5,199,4,0,0,sales,medium,0
0.78,0.6,4,206,3,0,0,sales,medium,0
0.13,0.62,5,268,3,0,0,sales,medium,0
0.94,0.86,3,221,3,1,0,sales,medium,0
0.94,0.88,4,262,2,0,0,sales,medium,0
0.67,0.6,5,253,6,0,0,sales,medium,0
0.6,0.73,5,241,3,0,0,sales,high,0
0.62,0.94,4,252,4,0,0,accounting,low,0
0.38,0.52,2,171,3,0,0,accounting,medium,0
0.8,0.77,4,194,3,0,0,accounting,medium,0
0.61,0.42,3,104,2,0,0,hr,medium,0
0.61,0.56,4,176,3,0,0,hr,medium,0
0.66,0.8,4,192,3,0,0,hr,medium,0
0.56,0.74,3,154,2,0,0,hr,medium,0
1,0.55,4,186,4,1,0,technical,medium,0
0.73,0.86,3,200,4,0,0,technical,medium,0
0.6,0.66,4,132,4,0,0,technical,medium,0
0.78,0.59,5,236,3,0,0,technical,high,0
0.48,0.53,3,211,4,0,0,technical,low,0
0.9,0.77,4,273,2,0,0,technical,low,0
0.16,0.76,4,223,4,0,0,technical,low,0
0.5,0.75,3,204,2,0,0,technical,high,0
0.66,0.65,3,196,3,1,0,technical,low,0
0.44,0.37,2,219,2,0,0,technical,low,0
0.95,0.67,4,261,3,0,0,technical,low,0
0.9,0.65,3,254,2,0,0,support,high,0
0.27,0.48,4,185,2,0,0,support,low,0
0.51,0.74,6,98,3,0,0,support,low,0
0.68,0.76,3,260,4,0,0,support,low,0
0.97,0.93,5,137,2,1,0,support,low,0
0.91,0.75,4,159,3,1,0,support,low,0
0.76,0.88,5,265,4,0,0,support,low,0
0.88,0.61,4,177,4,1,0,support,low,0
0.83,0.73,4,247,2,0,0,support,medium,0
0.78,0.54,3,161,3,0,0,support,medium,0
0.52,0.38,2,103,3,0,0,support,medium,0
0.63,0.49,4,151,3,0,0,technical,medium,0
0.9,0.74,3,193,3,0,0,technical,medium,0
0.48,0.58,3,194,3,0,0,technical,medium,0
0.7,0.6,5,208,3,0,0,management,medium,0
0.68,0.66,4,229,3,0,0,IT,medium,0
0.7,0.87,3,166,2,0,0,IT,medium,0
0.77,0.5,3,141,3,0,0,IT,medium,0
0.73,0.93,3,249,2,0,0,IT,medium,0
0.87,0.48,4,264,3,0,0,IT,medium,0
0.65,0.98,3,252,2,0,0,product_mng,high,0
0.62,0.7,2,134,3,0,0,product_mng,low,0
0.53,0.51,3,274,2,1,0,product_mng,medium,0
0.59,0.39,5,200,4,0,0,product_mng,medium,0
0.87,0.72,2,154,3,0,0,IT,medium,0
0.47,0.53,3,111,4,0,0,RandD,medium,0
0.96,0.81,3,247,3,0,0,RandD,low,0
0.79,0.74,3,169,3,0,0,RandD,low,0
0.84,0.6,3,250,3,1,0,RandD,low,0
0.68,0.49,3,178,3,1,0,RandD,low,0
0.86,0.66,4,251,3,0,0,RandD,low,0
0.73,0.98,5,272,2,0,0,marketing,low,0
0.9,0.67,2,229,4,0,0,sales,low,0
0.63,0.64,3,180,3,0,0,accounting,low,0
0.71,0.72,3,271,2,0,0,support,low,0
0.71,0.68,5,226,3,0,0,technical,low,0
0.95,0.62,4,150,2,0,0,management,low,0
0.51,0.86,4,260,3,1,0,marketing,low,0
0.77,0.91,4,161,3,0,0,marketing,low,0
0.48,0.51,3,136,3,0,0,marketing,low,0
0.93,0.91,2,238,2,1,0,sales,low,0
0.83,0.86,4,98,4,0,0,sales,low,0
0.61,0.73,5,156,4,0,0,sales,low,0
0.97,0.89,4,248,2,0,0,sales,low,0
0.5,0.81,3,170,2,0,0,sales,low,0
0.84,0.54,3,245,3,0,0,sales,low,0
0.58,0.38,4,203,5,0,0,sales,low,0
0.59,0.72,3,182,3,0,0,sales,medium,0
0.77,0.83,3,175,3,0,1,sales,medium,0
0.78,0.4,4,145,5,1,1,sales,medium,0
0.6,0.96,4,220,3,1,1,sales,medium,0
0.53,0.77,4,259,2,1,1,sales,medium,0
0.73,0.69,3,228,2,0,1,sales,medium,0
0.76,0.94,3,189,3,0,0,sales,medium,0
0.12,0.61,6,257,3,0,0,sales,medium,0
0.2,0.98,3,180,6,0,0,sales,medium,0
0.5,0.77,4,180,3,0,0,sales,medium,0
0.79,0.65,5,215,2,1,0,sales,medium,0
0.96,0.68,3,132,2,0,0,sales,medium,0
0.26,0.69,5,213,2,0,0,accounting,high,0
0.8,0.72,4,173,3,0,0,accounting,low,0
0.43,0.71,3,186,2,0,0,accounting,medium,0
0.87,0.71,4,157,2,0,0,hr,medium,0
0.63,0.75,4,175,4,0,0,hr,medium,0
0.58,0.48,3,135,3,1,0,hr,medium,0
0.2,0.42,4,256,5,0,0,hr,low,0
0.62,0.71,4,268,3,0,0,technical,low,0
0.91,0.94,5,159,3,0,0,technical,low,0
0.66,0.91,3,191,4,0,0,technical,low,0
0.53,0.81,3,275,2,0,0,technical,low,0
0.52,0.98,5,217,2,1,0,technical,low,0
1,0.88,6,201,4,0,0,technical,low,0
0.73,0.67,4,205,3,0,0,technical,low,0
0.65,0.67,3,240,2,1,0,technical,low,0
0.5,0.95,5,137,3,0,0,technical,low,0
0.94,0.59,4,241,2,0,0,technical,low,0
0.48,0.86,5,198,4,0,0,technical,low,0
0.67,0.87,5,254,2,0,0,support,low,0
0.73,0.94,4,262,3,0,0,support,low,0
0.63,0.71,4,244,2,0,0,support,low,0
0.84,0.84,4,266,3,0,0,support,low,0
0.2,0.94,6,191,5,0,0,support,low,0
0.76,0.57,3,148,3,1,0,support,low,0
0.55,0.54,3,233,2,0,0,support,low,0
0.8,0.55,4,178,2,1,0,support,low,0
0.64,0.91,3,165,3,1,0,support,low,0
0.59,0.97,5,179,6,0,0,support,medium,0
0.92,0.98,3,149,3,0,0,support,medium,0
0.75,0.76,3,269,2,1,0,technical,medium,0
0.69,0.74,5,227,2,0,0,technical,medium,0
0.82,0.93,3,247,3,0,0,technical,medium,0
0.88,0.85,3,220,3,0,0,management,medium,0
0.89,0.91,3,233,2,0,0,IT,medium,0
1,0.79,5,171,5,0,0,IT,medium,0
0.66,0.91,4,234,2,1,0,IT,medium,0
0.76,0.92,3,176,2,0,0,IT,medium,0
0.8,0.62,5,190,4,1,0,IT,medium,0
0.58,0.86,4,168,2,0,0,product_mng,medium,0
0.73,0.93,3,205,3,0,0,product_mng,high,0
1,0.73,5,189,3,1,0,product_mng,low,0
0.18,0.9,4,282,4,0,0,product_mng,medium,0
0.47,0.46,2,152,2,0,0,IT,medium,0
0.92,0.64,4,217,4,0,0,RandD,medium,0
0.51,0.5,4,130,3,0,0,RandD,medium,0
0.81,0.62,4,153,4,0,0,RandD,low,0
0.52,0.57,3,270,3,0,0,RandD,low,0
0.95,0.96,3,220,3,0,0,RandD,low,0
0.93,0.64,4,253,3,0,0,RandD,low,0
0.98,0.67,4,209,6,0,0,marketing,low,0
0.79,0.79,4,231,2,0,0,sales,low,0
0.99,0.73,4,240,4,0,0,accounting,low,0
0.64,0.9,5,266,3,0,0,support,low,0
0.54,0.44,3,153,2,0,0,technical,low,0
0.79,0.59,4,187,2,0,0,management,low,0
0.55,0.98,4,185,2,1,0,marketing,low,0
0.18,0.81,4,147,4,0,0,marketing,low,0
0.56,0.81,4,188,3,1,0,marketing,low,0
0.92,0.67,2,252,2,0,0,sales,low,0
0.99,0.75,4,163,2,0,0,sales,low,0
0.77,0.85,4,189,2,0,0,sales,low,0
0.49,0.52,3,156,2,0,0,sales,low,0
0.98,0.58,3,183,3,0,0,sales,low,0
0.18,0.54,6,209,5,1,0,sales,low,0
0.8,0.82,4,271,4,0,0,sales,low,0
0.81,0.77,5,251,2,0,0,sales,low,0
0.13,0.61,5,198,5,0,0,sales,medium,0
0.58,0.97,3,274,4,1,1,sales,medium,0
0.75,0.63,4,209,3,0,1,sales,medium,0
0.8,0.94,4,271,4,0,1,sales,medium,0
0.78,0.6,4,143,2,0,1,sales,medium,0
0.92,0.6,5,236,3,1,1,sales,medium,0
0.85,0.98,5,222,3,0,1,sales,medium,0
0.52,0.63,3,233,3,0,1,sales,medium,0
0.95,0.84,3,270,3,1,1,sales,medium,0
0.81,0.92,5,258,3,0,1,sales,medium,0
0.16,0.82,6,202,4,1,1,sales,medium,0
0.91,0.74,3,150,2,0,0,accounting,medium,0
0.62,0.51,4,193,3,0,0,accounting,high,0
0.24,0.42,5,210,5,0,0,accounting,low,0
0.88,0.51,3,208,3,0,0,hr,medium,0
0.94,0.73,3,196,3,0,0,hr,medium,0
0.76,0.79,5,187,4,0,0,hr,medium,0
0.49,0.67,3,140,2,0,0,hr,medium,0
0.93,0.9,4,256,4,0,0,technical,low,0
0.92,0.66,4,113,3,0,0,technical,low,0
0.19,0.94,4,196,5,0,0,technical,low,0
0.66,0.76,3,170,3,0,0,technical,low,0
0.16,0.94,4,261,6,0,0,technical,low,0
0.83,0.99,5,132,3,0,0,technical,low,0
0.69,0.53,3,153,3,0,0,technical,low,0
0.82,0.53,3,147,3,1,0,technical,low,0
0.88,0.72,5,244,2,0,0,technical,low,0
0.31,0.42,4,108,4,0,0,technical,low,0
0.83,0.49,4,218,2,0,0,technical,low,0
0.94,0.52,5,133,3,0,0,support,low,0
0.65,0.79,5,233,3,0,0,support,low,0
0.6,0.6,4,147,3,0,0,support,low,0
0.52,0.43,3,176,3,0,0,support,low,0
0.66,0.89,4,169,4,0,0,support,low,0
0.87,0.87,4,144,3,0,0,support,low,0
0.2,0.99,5,151,3,1,0,support,low,0
0.63,0.91,4,252,3,1,0,support,medium,0
0.69,0.98,4,180,3,0,0,support,medium,0
0.48,0.61,3,251,3,0,0,support,medium,0
0.8,0.8,4,263,4,0,0,support,medium,0
0.89,0.74,5,260,6,0,0,technical,medium,0
0.67,0.63,3,227,3,0,0,technical,medium,0
0.37,0.86,6,260,3,0,0,technical,medium,0
0.93,0.61,5,158,3,0,0,management,medium,0
0.69,0.52,3,186,3,0,0,IT,medium,0
0.16,0.61,4,171,6,0,0,IT,medium,0
0.81,0.55,3,199,2,1,0,IT,medium,0
0.97,0.63,5,258,2,0,0,IT,medium,0
0.77,0.59,4,273,2,0,0,IT,high,0
0.75,0.78,2,259,3,0,0,product_mng,low,0
0.88,0.82,3,265,3,0,0,product_mng,medium,0
0.43,0.51,5,168,4,0,0,product_mng,medium,0
0.99,0.99,4,163,4,0,0,product_mng,medium,0
0.59,0.65,5,265,3,0,0,IT,medium,0
0.89,0.71,4,190,3,0,0,RandD,low,0
0.54,0.73,3,157,3,0,0,RandD,low,0
0.32,0.86,4,266,4,0,0,RandD,low,0
0.17,0.55,6,240,6,0,0,RandD,low,0
0.78,0.55,3,143,3,0,0,RandD,low,0
0.73,0.68,3,121,5,0,0,RandD,low,0
0.65,0.76,2,170,5,0,0,IT,low,0
0.8,0.71,4,161,4,0,0,IT,low,0
0.61,0.86,3,239,3,0,0,IT,low,0
0.67,0.49,3,224,3,0,0,IT,low,0
0.63,0.57,3,242,3,0,0,product_mng,low,0
0.51,0.58,4,140,2,1,0,product_mng,low,0
0.82,0.59,5,170,3,0,0,product_mng,low,0
0.79,0.67,5,156,2,0,0,product_mng,low,0
0.49,0.6,2,113,5,0,0,IT,low,0
0.7,0.59,3,138,3,0,0,RandD,low,0
0.13,0.5,3,137,5,0,0,RandD,low,0
0.83,0.52,5,217,3,0,0,RandD,low,0
0.83,0.91,3,155,3,0,0,RandD,low,0
0.19,0.83,5,280,4,0,0,RandD,low,0
0.8,0.81,5,248,2,1,0,RandD,low,0
0.49,0.67,2,190,8,0,0,marketing,medium,0
0.92,0.99,3,176,8,0,0,sales,medium,0
0.81,0.55,4,217,8,0,0,accounting,medium,0
0.62,0.91,3,269,8,0,0,support,medium,0
0.21,0.7,3,238,8,0,0,technical,medium,0
0.95,0.74,5,243,6,0,0,management,medium,0
0.51,0.8,4,198,6,0,0,marketing,medium,0
0.52,0.89,3,188,6,0,0,marketing,medium,0
0.64,0.56,3,257,6,0,0,marketing,medium,0
0.62,0.79,4,268,6,0,0,sales,medium,0
0.73,0.88,5,233,4,1,0,sales,medium,0
0.32,0.86,4,214,5,0,0,sales,medium,0
0.78,0.96,2,285,3,0,0,sales,high,0
0.65,0.91,4,224,2,1,0,sales,low,0
0.56,0.92,4,224,3,0,0,sales,medium,0
0.96,0.89,3,142,4,0,0,sales,medium,0
0.79,0.82,4,220,3,0,0,sales,medium,0
0.66,0.58,4,244,3,0,0,sales,medium,0
0.67,0.68,4,171,3,0,0,sales,low,0
0.86,0.82,4,274,2,1,0,sales,low,0
0.57,0.72,4,214,2,1,0,sales,low,0
0.86,0.87,5,171,2,0,0,sales,low,0
0.52,0.59,5,150,2,0,0,sales,low,0
0.73,0.61,4,260,2,1,0,sales,low,0
0.78,0.63,5,259,3,0,0,sales,low,0
0.95,0.63,3,153,2,0,0,sales,low,0
0.75,0.61,3,263,3,0,0,sales,low,0
0.83,0.52,2,149,2,1,0,sales,low,0
0.48,1,4,261,3,0,0,accounting,low,0
0.3,0.58,2,189,4,1,0,accounting,low,0
0.72,0.85,5,237,4,0,0,accounting,low,0
0.61,0.52,3,224,3,0,0,hr,low,0
0.31,0.87,6,240,3,1,0,hr,low,0
0.62,0.81,3,245,2,1,0,hr,low,0
0.48,0.49,3,268,3,0,0,hr,low,0
0.97,0.89,4,208,2,1,0,technical,low,0
0.61,0.83,4,153,2,0,0,technical,low,0
0.93,0.99,3,169,3,0,0,technical,low,0
0.89,0.39,5,218,2,0,0,technical,low,0
0.95,0.9,3,155,3,0,0,technical,medium,0
0.36,0.44,5,155,3,0,0,technical,medium,0
0.29,0.39,6,105,6,0,0,technical,medium,0
0.65,0.83,4,251,2,0,0,technical,medium,0
0.72,0.54,4,219,2,0,0,technical,medium,0
0.51,0.56,4,198,2,1,0,technical,medium,0
0.54,0.53,4,158,2,0,0,technical,medium,0
0.66,0.58,3,157,2,0,0,support,medium,0
0.59,0.54,4,178,2,0,0,support,medium,0
0.45,0.48,3,145,2,0,0,support,medium,0
0.15,0.91,5,230,3,0,0,support,medium,0
0.95,0.53,3,174,3,0,0,support,medium,0
0.49,0.59,5,140,3,0,0,support,high,0
0.68,0.97,3,174,2,0,0,support,low,0
0.7,0.76,4,173,2,0,0,support,medium,0
0.9,0.73,2,203,4,0,0,support,medium,0
0.94,0.95,5,170,3,0,0,support,medium,0
0.8,0.86,3,203,3,0,0,support,medium,0
0.59,0.53,5,169,3,0,0,technical,low,0
0.43,0.96,3,109,6,0,0,technical,low,0
0.7,0.54,5,263,3,0,0,technical,low,0
0.51,0.62,4,185,3,0,0,management,low,0
0.12,0.49,4,191,5,0,0,IT,low,0
0.14,0.56,5,259,4,1,0,IT,low,0
0.86,0.91,4,253,3,0,0,IT,low,0
0.97,0.5,3,216,3,0,0,IT,low,0
1,0.86,2,264,3,0,0,IT,medium,0
0.49,0.63,3,181,3,1,0,product_mng,medium,0
0.9,0.93,3,209,3,0,0,product_mng,medium,0
0.82,0.89,4,239,2,0,0,product_mng,medium,0
0.59,0.48,3,197,3,0,0,product_mng,medium,0
0.97,0.57,4,150,2,0,0,IT,medium,0
0.69,0.88,3,164,10,0,0,management,medium,0
0.73,0.84,3,216,8,0,0,management,medium,0
0.48,0.74,2,271,8,1,0,management,medium,0
0.94,0.49,4,176,8,0,0,management,medium,0
0.74,0.73,3,156,8,0,0,management,medium,0
0.65,0.63,4,143,8,0,0,management,medium,0
0.93,0.94,4,233,6,0,0,IT,medium,0
0.57,0.67,3,138,6,1,0,IT,medium,0
0.9,0.49,3,259,6,0,0,IT,medium,0
0.55,0.86,4,169,6,0,0,IT,medium,0
0.59,0.73,3,172,6,0,0,product_mng,medium,0
0.72,0.98,4,156,3,0,0,product_mng,medium,0
0.87,0.52,4,140,3,0,0,product_mng,medium,0
0.86,0.82,4,212,2,0,0,product_mng,medium,0
0.61,0.5,4,269,3,0,0,IT,medium,0
0.45,0.63,5,111,5,0,0,management,medium,0
0.51,0.63,4,198,2,0,0,management,medium,0
0.87,0.92,4,263,3,0,0,management,medium,0
0.29,0.38,5,191,5,0,0,management,medium,0
0.57,0.64,3,188,3,0,0,management,medium,0
0.69,0.83,4,252,3,0,0,management,medium,0
0.61,0.9,2,142,3,0,0,marketing,high,0
0.96,0.85,4,247,3,0,0,sales,high,0
0.16,0.61,6,269,2,0,0,accounting,high,0
0.96,0.82,4,244,3,0,0,support,high,0
0.77,0.81,4,164,3,0,0,technical,high,0
0.85,0.87,6,232,5,0,0,management,high,0
0.37,0.49,3,177,3,0,0,marketing,high,0
0.68,0.65,3,173,3,1,0,marketing,high,0
0.87,0.6,5,165,2,1,0,marketing,high,0
0.95,0.8,3,225,2,0,0,sales,high,0
0.84,0.63,3,121,3,1,0,sales,low,0
0.44,0.51,2,219,4,0,0,sales,low,0
0.94,0.73,4,204,2,0,0,sales,low,0
0.85,0.94,5,235,4,0,0,sales,low,0
0.75,0.51,2,215,2,1,0,sales,low,0
0.76,0.67,5,243,3,0,0,sales,low,0
0.13,0.97,4,162,6,0,0,sales,low,0
0.6,0.79,4,262,3,0,0,sales,low,0
0.45,0.55,4,206,2,0,0,sales,low,0
0.49,1,2,125,4,1,0,sales,low,0
0.19,0.36,3,167,5,0,0,sales,low,0
0.68,0.89,5,218,5,0,0,sales,low,0
0.53,0.91,5,181,3,0,0,sales,low,0
1,0.77,5,269,3,0,0,sales,low,0
0.99,0.86,3,167,2,0,0,sales,low,0
0.29,0.75,6,271,10,0,0,sales,medium,0
0.54,0.83,4,201,8,1,0,sales,medium,0
0.25,0.9,6,229,8,0,0,sales,medium,0
0.71,0.76,4,148,8,0,0,accounting,medium,0
0.96,0.84,3,147,8,0,0,accounting,medium,0
0.8,0.9,4,211,8,0,0,accounting,medium,0
0.82,0.87,5,145,6,0,0,hr,medium,0
0.19,0.97,6,269,6,0,0,hr,medium,0
0.43,0.74,4,129,6,0,0,hr,medium,0
0.62,0.84,3,270,6,0,0,hr,medium,0
0.75,0.85,3,250,6,0,0,technical,medium,0
0.56,0.48,5,192,2,1,0,technical,medium,0
0.88,0.91,4,233,4,0,0,technical,high,0
0.63,0.57,4,192,3,0,0,technical,high,0
0.75,0.93,3,247,2,0,0,technical,high,0
0.74,1,4,192,4,0,0,technical,high,0
0.55,0.68,3,178,3,1,0,technical,high,0
0.87,0.55,4,197,3,0,0,technical,high,0
0.13,0.9,5,264,6,0,0,technical,high,0
0.33,0.64,2,274,3,1,0,technical,high,0
0.89,0.97,4,147,2,0,0,technical,low,0
0.56,0.94,3,154,3,1,0,support,low,0
0.95,0.61,3,224,2,1,0,support,low,0
0.57,0.59,4,250,2,0,0,support,low,0
0.72,0.53,3,179,3,0,0,support,low,0
0.28,0.44,4,170,2,0,0,support,low,0
0.54,0.61,4,118,5,0,0,support,low,0
0.54,0.95,4,256,3,0,0,support,low,0
0.99,0.8,3,209,2,0,0,support,medium,0
0.37,0.69,2,146,3,0,0,support,medium,0
0.77,0.87,3,275,4,1,0,support,medium,0
0.7,0.88,4,180,2,0,0,support,medium,0
0.8,0.74,3,228,3,0,0,technical,medium,0
0.52,0.63,3,204,3,0,0,technical,medium,0
0.69,0.55,3,172,2,0,0,technical,medium,0
0.6,0.62,5,274,3,0,0,management,medium,0
0.74,0.64,3,136,2,0,0,IT,medium,0
0.69,0.82,4,252,3,1,0,IT,medium,0
0.78,0.89,4,137,3,0,0,IT,medium,0
0.77,0.75,4,191,3,0,0,IT,medium,0
0.91,0.68,4,132,4,0,0,IT,medium,0
0.54,0.68,6,249,5,0,0,product_mng,medium,0
0.48,0.77,6,274,6,0,0,product_mng,medium,0
0.55,0.96,3,194,3,0,0,product_mng,medium,0
0.17,0.36,6,191,2,0,0,product_mng,medium,0
0.77,0.83,5,216,4,0,0,IT,medium,0
0.93,0.98,3,241,3,0,0,IT,medium,0
0.65,0.91,4,243,5,1,0,IT,medium,0
0.67,0.52,4,207,3,0,0,IT,medium,0
0.95,0.88,3,199,3,0,0,IT,medium,0
0.61,0.97,6,286,4,0,0,product_mng,medium,0
0.57,0.39,4,132,3,0,0,product_mng,high,0
0.65,1,4,229,4,0,0,product_mng,low,0
0.85,0.81,4,260,3,0,0,product_mng,medium,0
0.61,0.96,3,214,2,0,0,IT,medium,0
0.65,0.9,6,217,4,1,1,RandD,medium,0
0.92,0.93,4,225,2,0,1,RandD,medium,0
0.37,0.41,2,113,3,0,1,RandD,medium,0
0.48,0.77,5,250,2,0,1,RandD,medium,0
0.82,0.91,5,271,2,0,1,RandD,medium,0
0.84,0.75,4,135,3,0,1,RandD,medium,0
0.57,0.46,2,100,6,1,1,marketing,medium,0
0.8,0.75,4,224,3,0,1,sales,medium,0
0.49,0.91,4,134,4,0,0,accounting,low,0
0.79,0.82,5,158,2,0,0,support,low,0
0.48,0.67,3,183,2,0,0,technical,low,0
0.28,0.89,4,97,6,0,0,management,low,0
0.47,0.56,4,226,3,0,0,marketing,low,0
0.91,0.6,4,235,4,1,0,marketing,low,0
0.75,0.6,4,186,10,1,0,marketing,low,0
0.61,0.89,3,242,10,0,0,sales,high,0
0.47,0.79,3,284,10,0,0,sales,low,0
0.22,0.7,2,274,10,0,0,sales,high,0
0.5,0.48,4,130,10,0,0,sales,high,0
0.56,0.87,3,146,10,0,0,sales,low,0
0.84,0.85,4,207,10,0,0,sales,low,0
0.69,0.72,4,210,2,1,0,sales,high,0
0.53,0.64,3,143,2,0,0,sales,low,0
0.17,0.57,4,116,3,0,0,sales,medium,0
0.48,0.71,2,162,3,1,0,sales,high,0
0.94,0.51,3,242,3,0,0,sales,medium,0
0.77,0.89,4,153,7,0,0,sales,medium,0
1,0.72,5,194,7,1,0,sales,medium,0
0.49,0.65,4,233,7,0,0,sales,medium,0
0.93,0.73,4,283,7,0,0,sales,high,0
0.38,0.43,3,188,7,0,0,sales,medium,0
0.6,0.54,4,182,6,0,0,sales,medium,0
0.5,0.82,2,286,6,0,0,sales,medium,0
0.97,0.55,5,212,6,0,0,sales,high,0
0.93,0.95,5,176,6,0,1,accounting,medium,0
0.5,1,5,264,8,0,1,accounting,high,0
0.52,0.84,3,261,8,0,1,accounting,low,0
0.5,0.71,4,163,8,0,1,hr,medium,0
0.55,0.4,3,139,8,0,1,hr,medium,0
0.95,0.84,3,261,8,1,1,hr,medium,0
0.48,0.42,2,275,6,1,1,hr,medium,0
0.51,0.39,5,132,6,1,1,technical,low,0
0.96,0.48,3,202,6,0,0,technical,low,0
0.97,0.84,4,177,6,0,0,technical,low,0
0.97,0.66,5,234,6,0,0,technical,low,0
0.71,0.54,4,188,6,0,0,technical,low,0
0.82,0.49,5,203,6,0,0,technical,low,0
0.57,1,4,227,10,0,0,technical,low,0
0.48,0.93,3,150,10,0,0,technical,low,0
0.71,0.64,3,267,3,0,0,technical,low,0
0.63,0.61,5,186,10,0,0,technical,low,0
0.99,0.84,4,142,10,0,0,technical,high,0
0.79,0.83,3,126,10,1,0,support,low,0
0.65,0.85,4,201,10,0,0,support,low,0
0.7,0.85,4,142,2,0,0,support,low,0
0.99,0.94,4,167,4,0,0,support,low,0
0.65,0.62,4,258,2,0,0,support,high,0
0.92,0.85,3,207,2,0,0,support,low,0
0.24,0.5,4,282,4,1,0,support,low,0
0.39,0.89,3,188,5,0,0,support,low,0
0.82,0.85,3,214,2,0,0,support,high,0
0.78,0.89,4,272,2,0,0,support,low,0
0.62,0.79,3,259,3,0,0,support,medium,0
0.6,0.61,5,191,2,1,0,technical,high,0
0.49,0.57,3,192,3,0,0,technical,medium,0
0.82,0.82,3,164,3,0,0,technical,high,0
0.48,0.81,4,149,2,0,0,management,medium,0
0.69,0.56,4,149,3,0,0,IT,medium,0
0.4,0.89,2,165,3,0,0,IT,medium,0
0.72,0.8,3,222,3,0,0,IT,medium,0
0.75,0.84,5,222,3,1,0,IT,medium,0
0.5,0.77,3,265,3,0,0,IT,medium,0
0.78,0.5,5,247,4,0,0,product_mng,medium,0
0.76,0.45,4,147,2,0,0,product_mng,medium,0
0.94,0.52,3,273,3,0,0,product_mng,high,0
0.24,0.94,6,144,4,0,0,product_mng,low,0
0.99,0.66,3,181,2,0,0,IT,medium,0
0.67,0.64,3,198,2,1,0,management,medium,0
0.76,0.57,5,255,4,0,0,management,medium,0
0.76,0.77,4,169,10,0,0,management,medium,0
0.55,0.64,4,201,10,1,0,management,medium,0
0.74,0.6,4,274,10,1,0,management,medium,0
0.81,0.85,4,134,10,1,0,management,medium,0
0.98,0.67,3,190,10,0,0,IT,medium,0
0.98,0.98,4,170,10,0,0,IT,medium,0
0.58,0.91,3,154,10,0,0,product_mng,high,0
0.18,0.75,3,142,2,0,0,product_mng,low,0
0.57,0.67,5,235,2,0,0,product_mng,low,0
0.7,0.62,3,110,3,0,0,product_mng,low,0
0.49,0.77,3,211,3,0,0,IT,high,0
0.7,0.56,4,214,3,0,1,management,medium,0
0.16,0.93,5,210,7,0,1,management,medium,0
0.58,0.59,3,207,7,0,1,management,medium,0
0.66,0.57,4,161,7,0,1,management,medium,0
0.51,0.55,2,102,7,0,1,management,medium,0
